id,nome
6672,Quantidade de ovos produzidos - Primeiros Resultados (série encerrada)
6832,"Quantidade de ovos produzidos, no mês e no trimestre - Primeiros Resultados"
7524,"Número de informantes, Número de galinhas poedeiras e Quantidade de ovos produzidos, no mês e no trimestre"
915,"Número de informantes, Número de galinhas poedeiras e Quantidade de ovos produzidos, no mês e no trimestre (série encerrada)"
