id,nome
3143,"Receita bruta de serviços e subvenções das empresas de publicidade e promoção com 10 ou mais pessoas ocupadas, segundo os produtos e/ou serviços prestados"
3205,"Receita bruta de serviços e subvenções das agências de publicidade com 10 ou mais pessoas ocupadas, segundo os produtos e/ou serviços prestados"
3241,"Pessoal ocupado e receita bruta de serviços das empresas de publicidade e promoção com 10 ou mais pessoas ocupadas, por faixas de pessoal ocupado e tipos de empresas"
3243,"Receita bruta de serviços das agências de publicidade com 10 ou mais pessoas ocupadas, por tipo de campanha, idade média da agência, faixa de pessoal ocupado e característica da agência"
3251,"Receita bruta de serviços das agências de publicidade com 10 ou mais pessoas ocupadas, que informaram pelo menos um segmento de atuação de seus clientes, por segmento de atuação, idade média da agência, faixa de pessoal ocupado e característica da agência"
